Title,References,Included,Choper (2011)+S - DeBruyne,Farber (2013)+S - DeBruyne,Barnett (2013)+S - DeBruyne,Stone (2013)+S - DeBruyne,Sullivan (2013)+S - Eichenberger,Varat (2013?)+S - Eichenberger,Chemerinsky (2013)+S -Taylor,Rotunda (2012?)+S -Taylor,Funk -Taylor,Maggs-Taylor,Paulson (2013)+S - DeBruyne,Shanor (2009)+S - DeBruyne,Young-Eichenberger,Massey (2012)+S - DeBruyne,Weaver (2013)+S - DeBruyne,Brettschneider-Eichenberger,Epstein-Walker (Vol 1) (2013)+S - Eichenberger,Epstein-Walker (Vol 2) (2013)+S - Eichenberger,Fisher (Vol 1) 10e (2013) - Taylor,Fisher (Vol 2) 10e (2013) - Taylor,Murphy et al. (2013) - DeBruyne,Gillman et al. Vol 1 (2012) - DeBruyne,Gillman et al. Vol 2 (2012) - DeBruyne,Citation,ID,Date,Category,Issue,Legal Provision
"Illinonis v. Gates",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"In re Booth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"In re Gault ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"387 U.S. 1","1966-094","1967-05-15","Civil Rights","juveniles (cf. rights of illegitimates)","Constitutional Amendment: Fourteenth Amendment (due process)"
"In re Guardianship of Schiavo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"In re Jacobs",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"In re Marriage Cases",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"In re Winship",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"397 U.S. 358","1969-069","1970-03-31","Civil Rights","juveniles (cf. rights of illegitimates)","Constitutional Amendment: Fourteenth Amendment (due process)"
"Insular Cases",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"undefined",undefined,undefined,undefined,undefined,undefined
"International Longshoremen's and Warehousemen's Union, Local 37 v. Boyd ",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"J.E.B. v. Alabama ex rel. T.B.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Jacobson v. Massachusetts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"197 U.S. 11","1904-142","1905-02-20","Economic Activity","federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"James v. Commonwealth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"49 U.S. 163","1850-012","1850-01-15","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 10, Paragraph 1 (contract clause)"
"Jenkins v. Georgia",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418 U.S. 153","1973-156","1974-06-24","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Jinks v. Richland County",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"538 U.S. 456","2002-043","2003-04-22","Judicial Power","judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court","Infrequently litigated statutes: Infrequently litigated statutes (28 U.S.C. § 1367)"
"Johnson v. McIntosh",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Jones v. United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"48 U.S. 681,85 U.S. 662,96 U.S. 24,137 U.S. 202,245 U.S. 390,258 U.S. 40,357 U.S. 493,362 U.S. 257,392 U.S. 299,461 U.S. 574,463 U.S. 354,526 U.S. 227,527 U.S. 373,529 U.S. 848","1999-064","2000-05-22","Criminal Procedure","statutory construction of criminal laws: miscellaneous","Federal Statute: Omnibus Crime Control and Safe Streets, National Firearms, Organized Crime Control, Comprehensive Crime Control, or Gun Control Acts"
"Julliard v. Greenman",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Kahn v. Shevin",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"416 U.S. 351","1973-093","1974-04-24","Civil Rights","sex discrimination (excluding sex discrimination in employment)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Keller v. State Bar of California",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"496 U.S. 1","1989-093","1990-06-04","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Keyes v. School Dist. No. 1, Denver, Colo.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Kidd v. Pearson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"128 U.S. 1","1888-007","1888-10-22","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","State or local law or regulation: State or Local Law Regulation"
"Kitzmiller v. Dover Area School District",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Knox v. SEIU",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Kovacs v. Cooper",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"336 U.S. 77","1948-030","1949-01-31","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Laird v. Tatum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"408 U.S. 1","1971-159","1972-06-26","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","0: 0"
"Lalli v. Lalli",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"439 U.S. 259","1978-016","1978-12-11","Civil Rights","illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Lamb's Chapel v. Center Moriches Union Free School District",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"508 U.S. 384","1992-086","1993-06-07","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Lance v. Coffman",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"549 U.S. 437","2006-022","2007-03-05","Judicial Power","standing to sue: direct injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Lane v. Franks",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"573 U.S. 228","2013-073","2014-06-19","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly) (NA)"
"Lebron v. National Railroad Passenger Corp.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Legal Tender Cases",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Lehman v. City of Shaker Heights",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418 U.S. 298","1973-161","1974-06-25","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Lemmon v. The People",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Levy v. Louisiana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"391 U.S. 68","1967-117","1968-05-20","Civil Rights","illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Lewis v. Casey",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"518 U.S. 343","1995-081","1996-06-24","Due Process","due process: prisoners' rights and defendants' rights","0: 0"
"Lexmark International, Inc. Static Control Components, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Lingle v. Chevron U.S.A., Inc.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Linmark Assocs. v. Township of Willingboro",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Lloyd Corp. v. Tanner",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"407 U.S. 551","1971-158","1972-06-22","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Londoner v. City and County of Denver",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"210 U.S. 373","1907-131","1908-06-01","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitutional Amendment: Fourteenth Amendment (due process)"
"Loretto v. Teleprompter Manhattan CATV Corp. ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"458 U.S. 419","1981-160","1982-06-30","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Lottery Case (Champion v. Ames)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Lovell v. City of Griffin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"303 U.S. 444","1937-106","1938-03-28","First Amendment","commercial speech, excluding attorneys","No Legal Provision: No Legal Provision"
"Loving v. United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"517 U.S. 748","1995-059","1996-06-03","Civil Rights","military: active duty","Other: Executive Order"
"Lyng v. Northwest Indian Cemetery Protective Ass'n",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"M'Culloch v. State ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"17 U.S. 316","1819-023","1819-03-06","Federalism","national supremacy: state tax (cf. state tax)","Constitution: Article I, Section 8, Paragraph 18 (necessary and proper clause)"
"Maine v. Taylor and United States ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-029",undefined,undefined,undefined,undefined,undefined
"Martin v. Commonwealth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Maryland v. Baltimore Radio Show, Inc.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Massachusetts v. Mellon; Frothingham v. Mellon",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Massachusetts, Commonwealth of v. Melon",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Mathews v. Lucas",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"427 U.S. 495","1975-164","1976-06-29","Civil Rights","illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits","Constitutional Amendment: Fifth Amendment (equal protection)"
"Mayo v. Wilson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"McCray v. United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"195 U.S. 27,301 U.S. 158,481 U.S. 736","1986-100","1987-05-18","Criminal Procedure","subconstitutional fair procedure: miscellaneous","0: 0"
"McIntyre v. Ohio Elections Commn. ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Members of City Council v. Taxpayers for Vincent",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Metro Broadcasting v. FCC",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Metromedia, Inc. v. San Diego",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"453 U.S. 490","1980-149","1981-07-02","First Amendment","commercial speech, excluding attorneys","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Michelin Tire Corp v. Wages",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"423 U.S. 276","1975-024","1976-01-14","Economic Activity","state or local government tax","Constitution: Article I, Section 10, Paragraph 2 (export-import clause)"
"Michigan v. Bay Mills Indian Community",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"572 U.S. 782","2013-048","2014-05-27","Civil Rights","Indians, state jurisdiction over","Infrequently litigated statutes: Infrequently litigated statutes (25-2701)"
"Milkovich v. Lorain Journal Co.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"497 U.S. 1","1989-118","1990-06-21","First Amendment","libel, defamation: defamation of public officials and public and private persons","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Miller v. United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"78 U.S. 268,233 U.S. 1,294 U.S. 435,317 U.S. 192,357 U.S. 301","1957-132","1958-06-23","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Mills v. Alabama",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"198 U.S. 188,384 U.S. 214","1965-105","1966-05-23","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","0: 0"
"Milnot Company v. Richardson",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Minor v. Happersett",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"88 U.S. 162","1874-147","1875-03-29","Civil Rights","sex discrimination (excluding sex discrimination in employment)","Constitutional Amendment: Fourteenth Amendment (privileges and immunities clause)"
"Missouri v. Jenkins (Kenkins III)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Missouri v. Seibert",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"542 U.S. 600","2003-087","2004-06-28","Criminal Procedure","Miranda warnings","Constitutional Amendment: Fifth Amendment (Miranda warnings)"
"MLB v SLJ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Monsanto Co. v. Geerston Seed Farms",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Moore v. Dempsey",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"261 U.S. 86","1922-092","1923-02-19","Criminal Procedure","habeas corpus","No Legal Provision: No Legal Provision"
"Mora v. McNamara",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Mugler v. Kansas",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"123 U.S. 623","1887-060","1887-12-05","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitutional Amendment: Fourteenth Amendment (due process)"
"Munaf v. Geren",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"553 U.S. 674","2007-051","2008-06-12","Criminal Procedure","habeas corpus","Federal Statute: 28 U.S.C. § 2241-2255 (habeas corpus)"
"Murdock v. City of Memphis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"87 U.S. 590","1874-062","1875-01-11","Judicial Power","judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court","Infrequently litigated statutes: Infrequently litigated statutes (Judiciary Act of 1867)"
"Murphy v. Ford",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Murray v. Curlett",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Murray's Lessee v. Hoboken Land & Improvement Co.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"National Socialist Party v. Skokie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"432 U.S. 43","1976-136","1977-06-14","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Navarette v. California",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"572 U.S. 393","2013-036","2014-04-22","Criminal Procedure","search and seizure, vehicles","Constitutional Amendment: Fourth Amendment (NA)"
"New Energy Co. of Indiana v. Limbach",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"New Jersey Physicians Inc. v. President of the United States",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"New Jersey v. T.L.O.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"New Orleans v. Dukes",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"427 U.S. 297","1975-155","1976-06-25","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Nixon v. Shrink Missouri Government PAC",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"528 U.S. 377","1999-026","2000-01-24","First Amendment","campaign spending (cf. governmental corruption):","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Nixon v. United States (506 u.s. 224) or (418 U.S. 683)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"NLRB v. Noel Canning",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"573 U.S. 513","2013-069","2014-06-26","Miscellaneous","executive authority vis-a-vis congress or the states","Constitution: Article II, Section 2, Paragraph 2 (appointments clause) (NA)"
"Nordyke v. King",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Northern Pipeline Co. v. Marathon Pipe Line Co.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Norwood v. Harrison",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"413 U.S. 455","1972-171","1973-06-25","Civil Rights","desegregation, schools","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"O'Gorman & Young, Inc. v. Hartford Fire Ins. Co.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Oregon v. Mitchell",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400 U.S. 112","1970-014","1970-12-21","Civil Rights","voting","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Palmer v. Thompson ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Parham v. Hughes",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"441 U.S. 347","1978-081","1979-04-24","Civil Rights","sex discrimination (excluding sex discrimination in employment)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Parker v. Levy ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"417 U.S. 733","1973-149","1974-06-19","Civil Rights","military: active duty","Constitutional Amendment: Fifth Amendment (due process)"
"Paul v. Davis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"424 U.S. 693","1975-056","1976-03-23","Civil Rights","liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)","Federal Statute: Reconstruction Civil Rights Acts (42 U.S.C. § 1983)"
"Pennhurst State School & Hospital v. Halderman",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Pennsylvania v. Board of City Trusts",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Pennsylvania v. Nelson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"350 U.S. 497","1955-049","1956-04-02","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Federal Statute: Smith, Subversive Activities Control, Communist Control, or other similar federal legislation (also see 346)"
"People v. Croswell",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"People v. Defore",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"People v. Disbrow",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Perez v. Sharpe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Peters v. Kiff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"407 U.S. 493","1971-155","1972-06-22","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Pike v. Bruce Church, Inc. ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"397 U.S. 137","1969-052","1970-03-02","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause) (NA)"
"Pittsburgh Press Co. v Pittsburgh Commission on Human Relations",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Planned Parenthood v. American Coalition of Life Activists",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Posadas de Puerto Rico Associates v. Tourism Co. of Puerto Rico",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Presbyterian Church in United States v. Mary Elizabeth Blue Hull Memorial Presbyterian Church",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"384 U.S. 251","1965-108","1966-05-23","Criminal Procedure","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","Constitutional Amendment: Fifth Amendment (self-incrimination)"
"Proposed Los Angeles County Anti-Pornography Civil Rights Law",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Proprietors of the Charles River Bridge v. Proprietors of the Warren Bridge",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"36 U.S. 420","1837-015","1837-02-14","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 10, Paragraph 1 (contract clause)"
"Prudential Ins. Co. v. Benjamin",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"PruneYard Shopping Ctr. v. Robins",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
